term,fresh freq,plot freq,rotten freq,fresh rank,rotten rank,sum freq,z score
dadaist,1,0,0,8240,4045,1,0.27842489908214946
admitted,1,0,0,8241,4046,1,0.5665382971627967
threefold,0,0,1,3771,8168,1,-0.6420592450218198
injuries,0,0,1,3772,8169,1,-0.46805191272654856
dares,1,0,1,8242,8170,2,-0.02481666196239234
dimwits,0,0,1,3773,8171,1,-0.2565467508000785
unencouraging,0,0,1,3774,8172,1,
pranks,0,0,2,3775,11032,2,-0.886874208130563
expansion,0,0,1,3776,8173,1,-0.43155547943039685
bump,2,0,1,10854,8174,3,0.46908236102716394
propaganda,1,0,2,8243,11033,3,-0.5260105045158437
sputter,1,0,0,8244,4047,1,0.5154991453359903
rises,0,0,5,3777,12384,5,-1.6290184015617208
potshots,0,0,1,3778,8175,1,-0.3524609551331229
bankrupt,0,0,1,3779,8176,1,-0.7530836644178494
envelops,1,0,0,8245,4048,1,0.46025013410103716
frustration,1,0,2,8246,11034,3,-0.5409894764715713
overcomes,2,0,1,10855,8177,3,0.5291423927706541
unplundered,0,0,1,3780,8178,1,
untugged,0,0,1,3781,8179,1,
heartstring,0,0,1,3782,8180,1,
address,1,0,0,8247,4049,1,0.13003996670276619
health,0,0,2,3783,11035,2,-0.20758707856611566
comment,0,0,1,3784,8181,1,-0.1777376189410587
schizophrenia,0,0,1,3785,8182,1,-0.7456076240207188
condone,0,0,1,3786,8183,1,-0.6833651319337637
tortuous,0,0,1,3787,8184,1,-0.5483810368472344
yank,0,0,1,3788,8185,1,-0.7081397716348021
choke,0,0,1,3789,8186,1,-0.7541040878621281
simpsons,0,0,1,3790,8187,1,-0.6631153381205539
stocked,0,0,1,3791,8188,1,-0.7502273883790239
technicians,1,0,0,8248,4050,1,0.660404800465683
elevate,2,0,0,10856,4051,2,0.9032922922240304
pedestal,0,0,2,3792,11036,2,-1.0481340985688368
aggrieved,0,0,1,3793,8189,1,-0.688231745252126
unturned,0,0,2,3794,11037,2,-0.5828671203309599
underscoring,0,0,1,3795,8190,1,-0.5246648939030258
logistically,0,0,1,3796,8191,1,-0.46307637313398337
philosophically,0,0,1,3797,8192,1,-0.6013329364782409
forgets,0,0,1,3798,8193,1,-0.6869943379316754
spread,0,0,1,3799,8194,1,-0.40551865117254476
unfolding,1,0,1,8249,8195,2,-0.024206795632398404
scripted,0,0,3,3800,11775,3,-0.9896505059450144
sermon,0,0,1,3801,8196,1,-0.7385994459349295
lionize,0,0,1,3802,8197,1,
ham,1,0,2,8250,11038,3,-0.4957286219406379
fisted,0,0,2,3803,11039,2,-0.7389947218244267
overwrought,0,0,2,3804,11040,2,-0.5290221753852941
parodied,0,0,1,3805,8198,1,-0.4065926782973467
coarse,0,0,2,3806,11041,2,-1.065386072052647
didactic,0,0,3,3807,11776,3,-0.9362861176669474
behalf,0,0,1,3808,8199,1,-0.42983207626206293
deaf,0,0,1,3809,8200,1,-0.6547582296821416
appearing,0,0,2,3810,11042,2,-0.8960487124744053
reaffirming,1,0,0,8251,4052,1,0.5523251350203673
slogans,0,0,1,3811,8201,1,-0.7490182364628586
chump,0,0,1,3812,8202,1,-0.6072562796494023
bromides,0,0,1,3813,8203,1,-0.39963200722524533
complexities,0,0,1,3814,8204,1,-0.7503733773716487
waited,1,0,0,8252,4053,1,0.681585945429872
bed,3,0,0,11643,4054,3,0.7160411978042561
expounded,0,0,1,3815,8205,1,-0.5529622875141909
specifically,0,0,1,3816,8206,1,-0.39506525320710384
musicals,0,0,1,3817,8207,1,-0.7401975257385368
promotes,1,0,1,8253,8208,2,-0.020484936799593383
feely,0,0,1,3818,8209,1,-0.5462096022080918
touchy,0,0,1,3819,8210,1,-0.6552327288861685
occasional,3,0,1,11644,8211,4,0.8121891300615486
folly,1,0,1,8254,8212,2,-0.02382192430202133
underrated,2,0,0,10857,4055,2,0.8168523429618868
format,1,0,0,8255,4056,1,0.1971036913887127
chesterton,1,0,0,8256,4057,1,0.6761218301512895
christianity,1,0,0,8257,4058,1,0.5646051479319877
biblical,1,0,1,8258,8213,2,-0.019879578362198877
lessen,0,0,2,3820,11043,2,-0.9773092511528907
veggietales,2,0,0,10858,4059,2,0.6327224011388656
asparagus,1,0,0,8259,4060,1,0.7276657290166375
eat,3,0,2,11645,11044,5,0.2709181599885294
appetizing,1,0,0,8260,4061,1,0.4967451856053741
brussels,1,0,0,8261,4062,1,0.5842480014117211
sprouts,1,0,0,8262,4063,1,0.7034876517251976
eldritch,0,0,1,3821,8214,1,-0.5358504811296013
inchoate,0,0,1,3822,8215,1,-0.44085683623746613
thrusts,0,0,1,3823,8216,1,-0.6385909050060196
remained,0,0,1,3824,8217,1,-0.5407635685002401
themed,3,0,0,11646,4064,3,1.2397314295906599
sanctimoniousness,1,0,0,8263,4065,1,
meaningful,2,0,0,10859,4066,2,0.9855348843798258
wary,1,0,0,8264,4067,1,0.7290544708855397
strips,1,0,0,8265,4068,1,0.6322387413799032
bible,1,0,0,8266,4069,1,0.30053909875218243
educational,2,0,0,10860,4070,2,0.5223753258441608
stitch,2,0,0,10861,4071,2,1.0165000241954747
catchy,2,0,0,10862,4072,2,0.9557212428157056
escort,2,0,0,10863,4073,2,0.9376720616036538
forgiveness,2,0,0,10864,4074,2,1.0295045099141864
allow,1,0,0,8267,4075,1,0.2504980397609224
medicine,1,0,0,8268,4076,1,0.25630140730380097
youngsters,2,0,1,10865,8218,3,0.5112090001837036
comprehend,0,0,1,3825,8219,1,-0.754124202659917
pythonesque,1,0,0,8269,4077,1,
agnostic,1,0,0,8270,4078,1,0.6919111494775524
lunacy,1,0,1,8271,8220,2,-0.025053783322248044
carnivore,1,0,0,8272,4079,1,0.6219011856566045
pronounced,1,0,0,8273,4080,1,0.6933467357615939
threshold,0,0,1,3826,8221,1,-0.549987289523449
veggie,0,0,1,3827,8222,1,-0.7506503555855238
manifestations,0,0,1,3828,8223,1,-0.7537329723847076
delighted,1,0,1,8274,8224,2,-0.021495768625133388
devilish,1,0,0,8275,4081,1,0.5999893689041196
center,2,0,1,10866,8225,3,0.11647045934903993
theology,1,0,1,8276,8226,2,-0.019610203468916093
espoused,1,0,0,8277,4082,1,0.6034690907926975
consistent,1,0,2,8278,11045,3,-0.37545226538260396
vegetables,1,0,0,8279,4083,1,0.5612080425156659
batch,1,0,0,8280,4084,1,0.5854886341171914
tasting,1,0,0,8281,4085,1,0.6908563451471051
spinach,1,0,0,8282,4086,1,0.7288704492323885
accompanies,0,0,1,3829,8227,1,-0.7453980789619673
reviewing,1,0,0,8283,4087,1,0.6173425522026594
smacks,1,0,1,8284,8228,2,-0.02509758259178758
obscurities,1,0,0,8285,4088,1,0.32453642302836916
critic,1,0,1,8286,8229,2,-0.020999044887761248
resolutely,2,0,2,10867,11046,4,-0.03584898697649455
screenings,1,0,1,8287,8230,2,-0.023769802201574913
megaplex,1,0,0,8288,4089,1,0.4151400410936509
sprightly,2,0,0,10868,4090,2,0.5574988672902758
sufficiently,1,0,0,8289,4091,1,0.6495803344315129
unreligious,1,0,0,8290,4092,1,
amuse,3,0,0,11647,4093,3,0.9387946350205055
awhile,0,0,1,3830,8231,1,-0.7363018744633006
wilts,0,0,1,3831,8232,1,-0.6031078731135235
choice,4,0,2,12053,11047,6,0.41628855136515946
naptime,0,0,1,3832,8233,1,-0.4161747939960675
kaleidoscope,0,0,1,3833,8234,1,-0.7235687000376758
thekids,0,0,1,3834,8235,1,
burn,0,0,2,3835,11048,2,-0.8902039714701635
negative,0,0,1,3836,8236,1,-0.36994154655918465
wewannour,0,0,1,3837,8237,1,
writingand,0,0,1,3838,8238,1,
sooooo,0,0,1,3839,8239,1,
tootsie,0,0,3,3840,11777,3,-0.8291914206412067
knockoff,0,0,2,3841,11049,2,-0.7960344077792386
hotter,0,0,1,3842,8240,1,-0.7487761221030519
requisite,0,0,2,3843,11050,2,-1.055825541149515
vibe,0,0,1,3844,8241,1,-0.7476863265638947
faux,0,0,2,3845,11051,2,-1.0675464048072052
references,2,0,1,10869,8242,3,0.26210302237382876
thousand,1,0,1,8291,8243,2,-0.01500591138008274
shockingly,0,0,3,3846,11778,3,-0.782718855837222
imply,0,0,1,3847,8244,1,-0.6892829344632506
milking,0,0,1,3848,8245,1,-0.7425346032035546
travesty,0,0,1,3849,8246,1,-0.6086008972028094
transvestite,0,0,1,3850,8247,1,-0.6901737261773114
fidget,0,0,1,3851,8248,1,-0.4582446800499795
deleted,0,0,1,3852,8249,1,-0.5283355434959571
montage,0,0,1,3853,8250,1,-0.7401573629461141
doa,0,0,2,3854,11052,2,-0.976706109252376
sportsmanship,0,0,1,3855,8251,1,-0.6607177904694091
stiflingly,0,0,1,3856,8252,1,
staggeringly,1,0,1,8292,8253,2,-0.025423378767151165
bending,2,0,0,10870,4094,2,1.030736244504217
bra,0,0,1,3857,8254,1,-0.5962440909858865
teachers,0,0,1,3858,8255,1,-0.29773462762492264
unsurprisingly,0,0,1,3859,8256,1,-0.6029369785945485
caretakers,0,0,1,3860,8257,1,-0.6284338766012002
grinder,0,0,1,3861,8258,1,-0.747624335182296
push,2,0,2,10871,11053,4,-0.024823650429281478
hardwood,0,0,1,3862,8259,1,-0.6690851239905166
outcome,0,0,1,3863,8260,1,-0.5044128902730038
globetrotters,0,0,1,3864,8261,1,-0.5391300756967325
generals,0,0,1,3865,8262,1,-0.7493662518387066
cluelessness,0,0,1,3866,8263,1,-0.36628635767904283
earnestness,3,0,2,11648,11054,5,0.40298961357031404
punchlines,0,0,1,3867,8264,1,-0.38855406777288737
pootie,1,0,1,8293,8265,2,-0.025472404397254685
tang,1,0,1,8294,8266,2,-0.022496876118554877
cameos,1,0,1,8295,8267,2,-0.025086435646140135
wattage,0,0,1,3868,8268,1,-0.6872503712094631
stunningly,1,0,0,8296,4095,1,0.6215192137766267
misguided,0,0,1,3869,8269,1,-0.7367230219729574
devote,0,0,1,3870,8270,1,-0.7549006304043411
neeson,1,0,1,8297,8271,2,-0.025163559021187328
capably,0,0,1,3871,8272,1,-0.4004348713568437
bigelow,5,0,1,12312,8273,6,1.430436138485316
kathryn,1,0,0,8298,4096,1,0.7122943311316929
interludes,1,0,1,8299,8274,2,-0.02524592488585009
unrelentingly,1,0,1,8300,8275,2,-0.02547175746306723
lightness,1,0,0,8301,4097,1,0.6440480869149483
coating,2,0,0,10872,4098,2,0.9982344094055905
alas,0,0,1,3872,8276,1,-0.7468512481356037
echelons,1,0,0,8302,4099,1,0.5110152036060756
propels,1,0,0,8303,4100,1,0.5340177589441517
breadth,1,0,1,8304,8277,2,-0.02294021281683341
terrifically,2,0,0,10873,4101,2,0.4595712517238518
tanks,0,0,1,3873,8278,1,-0.591841991582048
evenly,0,0,1,3874,8279,1,-0.7514112653271241
handles,1,0,1,8305,8280,2,-0.018817643357930035
milks,1,0,1,8306,8281,2,-0.025292566651557918
estadounidense,1,0,0,8307,4102,1,0.27483467918152105
disfrutable,1,0,0,8308,4103,1,
patriotero,1,0,0,8309,4104,1,
prescinde,1,0,0,8310,4105,1,
trabajo,1,0,0,8311,4106,1,0.6808234390801355
manipulador,1,0,0,8312,4107,1,
elemento,1,0,0,8313,4108,1,0.38196746940159426
gracias,1,0,0,8314,4109,1,0.6775133750365311
interesante,1,0,0,8315,4110,1,0.36695454262547333
nosedive,1,0,1,8316,8282,2,-0.02542974184442323
dedication,0,0,1,3875,8283,1,-0.6930370975046226
widowmaker,2,0,1,10874,8284,3,0.5340309303188814
enveloped,0,0,1,3876,8285,1,-0.6445866629535603
jettisoned,1,0,1,8317,8286,2,-0.025394754748822555
par,2,0,0,10875,4111,2,0.8139436849554226
wolfgang,1,0,0,8318,4112,1,0.7045137040820786
boot,2,0,0,10876,4113,2,0.7602751751697081
petersen,1,0,0,8319,4114,1,0.7315766437410544
das,2,0,0,10877,4115,2,0.9382626047259579
conflicted,2,0,0,10878,4116,2,0.7588400685031279
crafting,1,0,0,8320,4117,1,0.726934284355557
wrath,1,0,1,8321,8287,2,-0.022667844347468012
trek,6,0,8,12496,12796,14,-0.5564417449720974
khan,1,0,1,8322,8288,2,-0.020680222300492965
spock,0,0,1,3877,8289,1,-0.713816045465568
sustained,2,0,2,10879,11055,4,-0.03079156640457945
clenched,1,0,0,8323,4118,1,0.622305645819861
bombastic,1,0,1,8324,8290,2,-0.025304763545596274
demons,1,0,1,8325,8291,2,-0.02210873494228537
confronting,1,0,0,8326,4119,1,0.7286507242848973
dicey,0,0,1,3878,8292,1,-0.538682124333575
uncertainty,1,0,0,8327,4120,1,0.5992472606246203
russia,1,0,0,8328,4121,1,0.33834529894765836
epilogue,1,0,0,8329,4122,1,0.6791669135925782
soviet,1,0,0,8330,4123,1,0.5606947691762326
sacrifice,2,0,0,10880,4124,2,1.0060116822245517
ryanovich,0,0,1,3879,8293,1,
elegiacally,0,0,1,3880,8294,1,
favorably,1,0,0,8331,4125,1,0.7152272152721076
eh,0,0,1,3881,8295,1,-0.6326462099154645
brian,0,0,2,3882,11056,2,-0.6942339658001536
palma,0,0,1,3883,8296,1,-0.7517559393204052
porn,2,0,1,10881,8297,3,0.17708709343791632
grandeur,4,0,1,12054,8298,5,1.1951155927324657
achieves,4,0,5,12055,12385,9,-0.37874244751516944
fundamentally,0,0,1,3884,8299,1,-0.7494061413188232
miscast,0,0,1,3885,8300,1,-0.35888630558704426
softly,0,0,1,3886,8301,1,-0.7460680218530472
firmly,1,0,3,8332,11779,4,-0.9074431816549705
cuerpo,0,0,1,3887,8302,1,-0.5434873356821818
triste,0,0,1,3888,8303,1,-0.5132100719520538
decirles,0,0,1,3889,8304,1,
tener,0,0,1,3890,8305,1,-0.6069443514381486
heather,1,0,1,8333,8306,2,-0.018120296841199264
desnudo,0,0,1,3891,8307,1,-0.5670370746191256
grato,0,0,1,3892,8308,1,
fluidity,0,0,1,3893,8309,1,-0.6050117342008261
loaded,0,0,2,3894,11057,2,-0.8883559986536282
chen,0,0,1,3895,8310,1,-0.6330307290269489
kaige,0,0,1,3896,8311,1,-0.35452887802992966
selection,1,0,2,8334,11058,3,-0.24115223706102007
sufficient,0,0,1,3897,8312,1,-0.43513263314119655
illuminating,1,0,0,8335,4126,1,0.7144962620641991
seesawed,1,0,0,8336,4127,1,
controlling,2,0,0,10882,4128,2,0.9510321738919005
culmination,1,0,0,8337,4129,1,0.6913121703930853
divide,1,0,0,8338,4130,1,0.612132926997728
generational,1,0,0,8339,4131,1,0.6762705912174729
rehearsals,1,0,0,8340,4132,1,0.6996490029538525
facet,1,0,2,8341,11059,3,-0.5731193073594201
fulfills,2,0,0,10883,4133,2,0.8724626594488631
compatible,1,0,0,8342,4134,1,0.3553722655511041
oil,1,0,0,8343,4135,1,0.22769400077692728
aesthetic,2,0,0,10884,4136,2,1.0345191114619616
discursive,1,0,0,8344,4137,1,0.6033266061318665
resists,1,0,0,8345,4138,1,0.70143389023371
deft,5,0,0,12313,4139,5,0.8913776593052665
strokes,1,0,0,8346,4140,1,0.6872900495777443
combination,3,0,2,11649,11060,5,0.27349241171621724
bollywood,1,0,0,8347,4141,1,0.684347191607595
jagjit,1,0,0,8348,4142,1,0.33987758494469666
india,1,0,0,8349,4143,1,0.2211647866555574
gulzar,1,0,0,8350,4144,1,0.3671138165522576
singh,1,0,0,8351,4145,1,0.6258571537822778
ish,1,0,1,8352,8313,2,-0.023265911055433932
undermines,0,0,1,3898,8314,1,-0.7004376933811354
lethargically,0,0,1,3899,8315,1,
priggish,0,0,1,3900,8316,1,-0.2605917467742315
renewal,0,0,1,3901,8317,1,-0.5616357585719505
departure,4,0,1,12056,8318,5,1.027609229893401
gloss,0,0,3,3902,11780,3,-1.2945750786366115
hideous,0,0,1,3903,8319,1,-0.7217073654973198
flows,0,0,1,3904,8320,1,-0.55036548481964
yellow,1,0,2,8353,11061,3,-0.23243927430917766
searcher,1,0,0,8354,4146,1,0.7009263003770178
angelina,2,0,0,10885,4147,2,1.0346108378454255
wrongs,1,0,0,8355,4148,1,0.702870182764256
conformity,1,0,0,8356,4149,1,0.7144323470644489
burnsthis,1,0,0,8357,4150,1,
dummies,1,0,0,8358,4151,1,0.6966458827955812
girly,1,0,0,8359,4152,1,0.7029813414873155
rainy,1,0,0,8360,4153,1,0.7200041631847749
prophet,0,0,1,3905,8321,1,-0.6664669239440537
individual,0,0,1,3906,8322,1,-0.2205764891382608
bottles,1,0,0,8361,4154,1,0.5756022443649839
wine,1,0,0,8362,4155,1,0.266879829075449
delightfully,3,0,0,11650,4156,3,0.9131220031873646
herek,1,0,0,8363,4157,1,0.32721609744974584
piquant,1,0,0,8364,4158,1,0.4561012526827876
pour,1,0,0,8365,4159,1,0.4740828011807896
platinum,0,0,1,3907,8323,1,-0.48538423670951264
blonde,2,0,3,10886,11781,5,-0.34097856704749857
frittered,0,0,1,3908,8324,1,-0.3111727712543561
unwise,0,0,1,3909,8325,1,-0.6651388047298151
vibes,0,0,1,3910,8326,1,-0.7446437384194088
vanishes,0,0,1,3911,8327,1,-0.7016801594751302
lips,0,0,1,3912,8328,1,-0.5781296414979031
splash,0,0,1,3913,8329,1,-0.7017675049126019
possibility,0,0,4,3914,12152,4,-1.393172139757309
meaningless,0,0,4,3915,12153,4,-1.3160924497531605
crock,0,0,1,3916,8330,1,-0.7358934939175228
elbows,1,0,1,8366,8331,2,-0.024362915269789207
knees,0,0,1,3917,8332,1,-0.6960327052315834
ungainly,0,0,1,3918,8333,1,-0.42861321171755723
puddle,0,0,1,3919,8334,1,-0.7260269494304123
galled,0,0,1,3920,8335,1,-0.3117560927065048
cloaks,0,0,1,3921,8336,1,-0.600857160039502
duds,0,0,1,3922,8337,1,-0.5808727274082625
misery,0,0,2,3923,11062,2,-1.0610293204109698
equation,2,0,1,10887,8338,3,0.3921063407913382
motorized,0,0,1,3924,8339,1,-0.7544877616958766
dewy,1,0,1,8367,8340,2,-0.02533756009508869
scooter,0,0,1,3925,8341,1,-0.6929822662300982
eyed,1,0,1,8368,8342,2,-0.01893381508264443
dots,1,0,0,8369,4160,1,0.677078026311847
evocative,4,0,1,12057,8343,5,1.1987231739138366
schultz,1,0,0,8370,4161,1,0.7291498466596213
lil,3,0,2,11651,11063,5,0.3437282865349914
wow,6,0,4,12497,12154,10,0.481084681437804
jealous,1,0,0,8371,4162,1,0.7248512757298844
jordan,2,0,3,10888,11782,5,-0.34023711649592914
harmlessly,1,0,0,8372,4163,1,0.4290362117886701
olds,1,0,1,8373,8344,2,-0.02105350876781557
agreeable,1,0,0,8374,4164,1,0.7071125496796034
echoes,0,0,1,3926,8345,1,-0.7539459555768072
glover,0,0,1,3927,8346,1,-0.7548203084758319
screwing,0,0,1,3928,8347,1,-0.7321177545429605
crispin,0,0,1,3929,8348,1,-0.6925260980883163
weirdo,0,0,1,3930,8349,1,-0.6311186053149284
annie,0,0,1,3931,8350,1,-0.6423241285673331
excluding,1,0,0,8375,4165,1,0.5434638628839006
efficient,4,0,1,12058,8351,5,0.9101721722261445
namesake,1,0,0,8376,4166,1,0.6252521626944408
meara,1,0,1,8377,8352,2,-0.025437063871149107
forster,1,0,1,8378,8353,2,-0.024248123660047208
tweak,1,0,0,8379,4167,1,0.7313421079096555
tangy,1,0,0,8380,4168,1,0.6169857393578276
recycling,1,0,0,8381,4169,1,0.5268588913757256
wholesome,3,0,0,11652,4170,3,1.02010945713897
raises,3,0,1,11653,8354,4,0.8161802268586769
affable,2,0,1,10889,8355,3,0.5337763322874435
worship,1,0,0,8382,4171,1,0.49241737260694435
preteen,1,0,0,8383,4172,1,0.7073217560784142
veljohnson,0,0,1,3932,8356,1,
reginald,0,0,3,3933,11783,3,-1.0501796236595762
eugene,0,0,1,3934,8357,1,-0.6240063460049924
laziness,1,0,1,8384,8358,2,-0.024897551370267033
aspire,0,0,1,3935,8359,1,-0.7399095095117262
uninventive,0,0,1,3936,8360,1,
exalted,0,0,1,3937,8361,1,-0.73639148592238
pabulum,0,0,1,3938,8362,1,-0.2688679835885908
properties,0,0,1,3939,8363,1,-0.271871703892846
dishonorable,1,0,0,8385,4173,1,0.5007416990509189
jock,0,0,1,3940,8364,1,-0.7543850099775772
sneakers,1,0,0,8386,4174,1,0.7308541833452963
valueless,0,0,1,3941,8365,1,-0.4343707877126157
underwritten,1,0,1,8387,8366,2,-0.025047716303777088
promotion,0,0,2,3942,11064,2,-0.724864641365224
models,1,0,1,8388,8367,2,-0.007961630413446861
optimism,1,0,0,8389,4175,1,0.7312805151629991
lighter,0,0,2,3943,11065,2,-1.0281451789223925
teenaged,0,0,1,3944,8368,1,-0.5758816921312301
gangsta,1,0,0,8390,4176,1,0.7159479830687708
tones,1,0,0,8391,4177,1,0.4940926084039221
pint,1,0,0,8392,4178,1,0.7305431250616105
scriptwriters,1,0,0,8393,4179,1,0.3940603620615826
dispense,0,0,1,3945,8369,1,-0.7325482176480171
usher,0,0,1,3946,8370,1,-0.6766496396790698
copies,0,0,1,3947,8371,1,-0.39345964646915804
superada,0,0,1,3948,8372,1,
roteirista,0,0,2,3949,11066,2,
sua,0,0,1,3950,8373,1,-0.7440123882375638
rosario,1,0,0,8394,4180,1,0.7246981314619516
undistinguished,0,0,3,3951,11784,3,-0.5038840529449948
circular,0,0,1,3952,8374,1,-0.6028909970909377
mattei,2,0,4,10890,12155,6,-0.8404137689079415
jungle,0,0,1,3953,8375,1,-0.6213504728155153
needing,0,0,1,3954,8376,1,-0.7167757861473458
kane,0,0,1,3955,8377,1,-0.7160444403362992
accumulate,0,0,1,3956,8378,1,-0.754767846702854
lint,1,0,1,8395,8379,2,-0.024176819058725287
corruscating,0,0,1,3957,8380,1,
carousel,0,0,1,3958,8381,1,-0.7531120133938494
tattered,0,0,1,3959,8382,1,-0.662932446573805
behold,1,0,1,8396,8383,2,-0.022330302874202155
infatuated,0,0,2,3960,11067,2,-0.6017646300530395
conveyor,0,0,1,3961,8384,1,-0.7549148361333082
underdeveloped,0,0,1,3962,8385,1,-0.6611080264318804
loveless,0,0,1,3963,8386,1,-0.6581851920418931
imprimatur,0,0,1,3964,8387,1,-0.4853629311638365
redford,0,0,1,3965,8388,1,-0.7108869957700059
lend,0,0,1,3966,8389,1,-0.732759317670952
rethink,0,0,1,3967,8390,1,-0.7382504627237229
omnibus,1,0,0,8397,4181,1,0.7251704565425101
romances,1,0,1,8398,8391,2,-0.02472686860259329
blip,0,0,2,3968,11068,2,-0.7360719675805886
registering,0,0,1,3969,8392,1,-0.698519211980654
kazmierski,0,0,1,3970,8393,1,
grungy,0,0,1,3971,8394,1,-0.5077490745500306
shabby,0,0,2,3972,11069,2,-0.9753369322215664
fosters,1,0,0,8399,4182,1,0.7142021859093244
gravy,0,0,1,3973,8395,1,-0.754032807802023
basted,0,0,1,3974,8396,1,-0.4274954197887045
leftover,0,0,2,3975,11070,2,-0.9381966279989286
chip,0,0,1,3976,8397,1,-0.4419557771254911
microwaves,0,0,1,3977,8398,1,-0.7534482013824889
desultory,0,0,1,3978,8399,1,-0.433029717988418
prevails,0,0,1,3979,8400,1,-0.7161126621778414
workshop,0,0,1,3980,8401,1,-0.35063703539229646
unifying,0,0,1,3981,8402,1,-0.7219260839224356
tenths,0,0,1,3982,8403,1,-0.677628577285457
evincing,0,0,1,3983,8404,1,-0.31017451443983657
percolates,0,0,1,3984,8405,1,-0.33058738444208247
aesthetics,0,0,1,3985,8406,1,-0.7532203561613571
hollow,0,0,3,3986,11785,3,-1.306460289011928
whine,0,0,3,3987,11786,3,-1.057890053877712
circularity,0,0,1,3988,8407,1,-0.45560305976543425
profundity,2,0,1,10891,8408,3,0.5351580892844631
indicated,0,0,1,3989,8409,1,-0.42024378361163817
skeleton,1,0,0,8400,4183,1,0.7051834215229079
picking,1,0,0,8401,4184,1,0.6273111900362782
credibility,1,0,0,8402,4185,1,0.6740024588035775
embody,2,0,0,10892,4186,2,0.8527789134011929
radiance,1,0,0,8403,4187,1,0.7287597327132301
dirigida,0,0,1,3990,8410,1,-0.28516351383916333
dinero,0,0,1,3991,8411,1,-0.6302307394766561
peor,0,0,1,3992,8412,1,-0.36685003569491437
verdadera,0,0,1,3993,8413,1,-0.26565873290930264
carente,0,0,1,3994,8414,1,
mal,0,0,1,3995,8415,1,-0.7378265321944492
palpable,1,0,1,8404,8416,2,-0.02490971931415499
workmanlike,1,0,1,8405,8417,2,-0.025417977888769316
plus,3,0,1,11654,8418,4,0.3909535354910916
unforgivably,0,0,1,3996,8419,1,
fortified,0,0,1,3997,8420,1,-0.7496513114225652
balloon,0,0,1,3998,8421,1,-0.6313970876517708
macy,0,0,1,3999,8422,1,-0.7546171465874312
proxy,0,0,1,4000,8423,1,-0.5507648724015075
adore,0,0,1,4001,8424,1,-0.7485907858264194
punish,0,0,1,4002,8425,1,-0.752022912348944
mum,0,0,1,4003,8426,1,-0.7097823498843816
suffocated,0,0,2,4004,11071,2,-0.5790094567943562
munchausen,0,0,1,4005,8427,1,-0.4768854038547325
pc,1,0,0,8406,4188,1,0.1688052594326148
odious,1,0,0,8407,4189,1,0.5864591221045308
prostitution,1,0,0,8408,4190,1,0.7289640757114315
ditches,1,0,0,8409,4191,1,0.6818671182326682
cinderella,2,0,0,10893,4192,2,1.0339464892371222
norma,0,0,1,4006,8428,1,-0.7549098510133309
rae,0,0,1,4007,8429,1,-0.7515985608027433
montages,1,0,0,8410,4193,1,0.49275027037960695
slipper,2,0,0,10894,4194,2,0.9293324043807337
diva,1,0,0,8411,4195,1,0.7145050788012915
shrewdly,1,0,0,8412,4196,1,0.4123869203028953
surrounds,1,0,0,8413,4197,1,0.7315603425757162
jennifer,1,0,3,8414,11787,4,-0.7004581246691518
cynics,1,0,0,8415,4198,1,0.5258648037488869
judgment,1,0,1,8416,8430,2,-0.015644719163397033
mongering,0,0,1,4008,8431,1,-0.5820735189655315
prepackaged,0,0,1,4009,8432,1,-0.6087147847827432
publicist,0,0,1,4010,8433,1,-0.6596201669183086
airless,0,0,1,4011,8434,1,-0.546136084801488
wannabe,0,0,3,4012,11788,3,-1.0659810509841299
stinks,0,0,3,4013,11789,3,-0.9535820242544485
blueprint,0,0,1,4014,8435,1,-0.7486433507442866
bidder,0,0,1,4015,8436,1,-0.531073902127703
sleeve,2,0,0,10895,4199,2,0.8965792738098781
plotline,1,0,0,8417,4200,1,0.4578899372317187
lameness,0,0,1,4016,8437,1,-0.5633867232335975
writhing,0,0,1,4017,8438,1,-0.5699202824570984
unoriginality,0,0,1,4018,8439,1,
predictability,1,0,1,8418,8440,2,-0.02460511949260083
schlock,0,0,2,4019,11072,2,-0.5791912764705689
wang,0,0,1,4020,8441,1,-0.632286934866887
elementary,0,0,1,4021,8442,1,-0.4102805080717344
blandly,0,0,2,4022,11073,2,-0.45087145590848876
graduated,0,0,1,4023,8443,1,-0.6614683855613064
lofty,2,0,0,10896,4201,2,0.9402007998249102
inspection,1,0,0,8419,4202,1,0.4089816837373259
lovably,1,0,0,8420,4203,1,
confection,2,0,0,10897,4204,2,0.5920162385739122
offend,1,0,1,8421,8444,2,-0.023948694796638026
aftertaste,0,0,1,4024,8445,1,-0.5716781637151441
dreaming,0,0,1,4025,8446,1,-0.7272052634172481
sheets,0,0,1,4026,8447,1,-0.4457503235066564
concepts,0,0,1,4027,8448,1,-0.4174785509510445
iraqi,0,0,1,4028,8449,1,-0.5036675421183171
inspector,0,0,1,4029,8450,1,-0.6110943542552123
raunchy,3,0,3,11655,11790,6,-0.043498538948884204
flops,1,0,0,8422,4205,1,0.7187616518903278
runteldat,2,0,2,10898,11074,4,-0.03605793522082833
obscenity,0,0,1,4030,8451,1,-0.6836745395773401
quashed,0,0,1,4031,8452,1,-0.5233757675445897
tirade,0,0,1,4032,8453,1,-0.5797145174737476
glorified,0,0,3,4033,11791,3,-0.9783000831557486
lovefest,0,0,1,4034,8454,1,-0.32687565139164115
